Hour,Price
0,0.0
1,121.53407192810475
2,139.12452970717254
3,103.94361414903696
4,100.74534909829737
5,147.12019233402154
6,108.74101172514636
7,60.767035964052376
8,131.12886708032354
9,0.0
10,236.67161375473032
11,179.10284284141753
12,110.34014425051616
13,236.67161375473032
14,0.0
15,0.0
16,35.18091555813559
17,97.54708404755776
18,0.0
19,0.0
20,0.0
21,62.36616848942218
22,73.56009616701077
23,52.77137333720338
24,78.35749374312017
25,0.0
26,116.73667435199536
27,0.0
28,147.12019233402154
29,0.0
30,79.95662626848997
31,46.374843235724185
32,47.97397576109398
33,150.31845738476116
34,159.91325253697994
35,73.56009616701077
36,86.35315636996917
37,0.0
38,38.37918060887519
39,4.7973975761093985
40,111.93927677588596
41,0.0
42,111.93927677588596
43,0.0
44,89.55142142070876
45,148.71932485939135
46,0.0
47,0.0
48,148.71932485939135
49,0.0
50,0.0
51,0.0
52,17.590457779067794
53,41.57744565961479
54,0.0
55,33.58178303276579
56,97.54708404755776
57,0.0
58,0.0
59,239.8698788054699
60,100.74534909829737
61,107.14187919977657
62,67.16356606553158
63,172.70631273993834
64,67.16356606553158
65,220.68028850103232
66,0.0
67,235.0724812293605
68,7.995662626848997
69,86.35315636996917
70,19.189590304437594
71,22.38785535517719
72,134.32713213106317
73,0.0
74,99.14621657292757
75,115.13754182662557
76,0.0
77,89.55142142070876
78,0.0
79,28.78438545665639
80,73.56009616701077
81,100.74534909829737
82,0.0
83,217.48202345029273
84,100.74534909829737
85,0.0
86,97.54708404755776
87,201.49069819659474
88,49.573108286463786
89,0.0
90,39.978313134244985
91,0.0
92,134.32713213106317
93,55.96963838794298
94,113.53840930125575
95,148.71932485939135
96,0.0
97,155.11585496087054
98,52.77137333720338
99,121.53407192810475
100,28.78438545665639
101,11.193927677588595
102,0.0
103,121.53407192810475
104,163.11151758771953
105,111.93927677588596
106,68.76269859090138
107,134.32713213106317
108,148.71932485939135
109,67.16356606553158
110,14.392192728328196
111,187.09850546826652
112,0.0
113,81.55575879385977
114,217.48202345029273
115,163.11151758771953
116,1.5991325253697994
117,115.13754182662557
118,129.52973455495376
119,25.58612040591679
120,0.0
121,0.0
122,95.94795152218796
123,47.97397576109398
124,14.392192728328196
125,0.0
126,0.0
127,0.0
128,0.0
129,155.11585496087054
130,91.15055394607857
131,0.0
132,28.78438545665639
133,87.95228889533897
134,0.0
135,0.0
136,92.74968647144837
137,102.34448162366716
138,188.69763799363633
139,227.0768186025115
140,89.55142142070876
141,127.93060202958395
142,35.18091555813559
143,159.91325253697994
144,0.0
145,0.0
146,0.0
147,14.392192728328196
148,14.392192728328196
149,0.0
150,0.0
151,0.0
152,78.35749374312017
153,116.73667435199536
154,23.98698788054699
155,172.70631273993834
156,0.0
157,0.0
158,143.92192728328195
159,172.70631273993834
160,121.53407192810475
161,193.49503556974574
162,0.0
163,0.0
164,83.15489131922958
165,0.0
166,3.198265050739599
167,134.32713213106317
168,83.15489131922958
169,140.72366223254235
170,25.58612040591679
171,118.33580687736516
172,100.74534909829737
173,0.0
174,67.16356606553158
175,0.0
176,111.93927677588596
177,30.383517982026188
178,0.0
179,63.965301014791976
180,68.76269859090138
181,0.0
182,97.54708404755776
183,116.73667435199536
184,0.0
185,158.31412001161016
186,0.0
187,30.383517982026188
188,47.97397576109398
189,76.75836121775038
190,110.34014425051616
191,0.0
192,100.74534909829737
193,0.0
194,51.17224081183358
195,110.34014425051616
196,0.0
197,132.72799960569336
198,97.54708404755776
199,28.78438545665639
200,0.0
201,172.70631273993834
202,33.58178303276579
203,9.594795152218797
204,131.12886708032354
205,0.0
206,115.13754182662557
207,188.69763799363633
208,102.34448162366716
209,23.98698788054699
210,0.0
211,0.0
212,111.93927677588596
213,129.52973455495376
214,151.91758991013094
215,155.11585496087054
216,150.31845738476116
217,0.0
218,0.0
219,0.0
220,70.36183111627118
221,4.7973975761093985
222,0.0
223,75.15922869238058
224,148.71932485939135
225,0.0
226,167.90891516382894
227,179.10284284141753
228,239.8698788054699
229,235.0724812293605
230,0.0
231,33.58178303276579
232,222.27942102640213
233,30.383517982026188
234,119.93493940273495
235,0.0
236,126.33146950421416
237,63.965301014791976
238,84.75402384459937
239,59.16790343868258
240,44.77571071035438
241,0.0
242,145.52105980865176
243,0.0
244,100.74534909829737
245,28.78438545665639
246,0.0
247,129.52973455495376
248,179.10284284141753
249,179.10284284141753
250,38.37918060887519
251,222.27942102640213
252,0.0
253,44.77571071035438
254,92.74968647144837
255,0.0
256,231.8742161786209
257,0.0
258,0.0
259,33.58178303276579
260,97.54708404755776
261,0.0
262,4.7973975761093985
263,119.93493940273495
264,0.0
265,6.396530101479198
266,139.12452970717254
267,0.0
268,0.0
269,33.58178303276579
270,0.0
271,20.788722829807394
272,63.965301014791976
273,134.32713213106317
274,211.08549334881351
275,25.58612040591679
276,0.0
277,0.0
278,235.0724812293605
279,76.75836121775038
280,6.396530101479198
281,115.13754182662557
282,0.0
283,0.0
284,0.0
285,0.0
286,11.193927677588595
287,89.55142142070876
288,0.0
289,147.12019233402154
290,49.573108286463786
291,0.0
292,39.978313134244985
293,0.0
294,1.5991325253697994
295,0.0
296,0.0
297,177.50371031604774
298,30.383517982026188
299,100.74534909829737
300,0.0
301,115.13754182662557
302,0.0
303,25.58612040591679
304,33.58178303276579
305,145.52105980865176
306,206.28809577270414
307,148.71932485939135
308,52.77137333720338
309,22.38785535517719
310,131.12886708032354
311,84.75402384459937
312,30.383517982026188
313,0.0
314,116.73667435199536
315,105.54274667440676
316,95.94795152218796
317,38.37918060887519
318,155.11585496087054
319,3.198265050739599
320,25.58612040591679
321,0.0
322,174.30544526530815
323,39.978313134244985
324,0.0
325,62.36616848942218
326,215.88289092492292
327,0.0
328,0.0
329,0.0
330,54.37050586257318
331,212.68462587418333
332,9.594795152218797
333,113.53840930125575
334,0.0
335,51.17224081183358
336,0.0
337,87.95228889533897
338,0.0
339,0.0
340,79.95662626848997
341,43.176578184984585
342,0.0
343,6.396530101479198
344,124.73233697884436
345,54.37050586257318
346,0.0
347,0.0
348,158.31412001161016
349,35.18091555813559
350,0.0
351,222.27942102640213
352,158.31412001161016
353,187.09850546826652
354,135.92626465643295
355,1.5991325253697994
356,0.0
357,63.965301014791976
358,52.77137333720338
359,116.73667435199536
360,83.15489131922958
361,39.978313134244985
362,0.0
363,94.34881899681817
364,47.97397576109398
365,15.991325253697994
366,22.38785535517719
367,27.18525293128659
368,0.0
369,0.0
370,0.0
371,134.32713213106317
372,196.69330062048533
373,0.0
374,62.36616848942218
375,174.30544526530815
376,188.69763799363633
377,116.73667435199536
378,193.49503556974574
379,163.11151758771953
380,0.0
381,46.374843235724185
382,0.0
383,52.77137333720338
384,76.75836121775038
385,60.767035964052376
386,123.13320445347456
387,153.51672243550075
388,63.965301014791976
389,41.57744565961479
390,0.0
391,41.57744565961479
392,102.34448162366716
393,59.16790343868258
394,201.49069819659474
395,28.78438545665639
396,28.78438545665639
397,0.0
398,0.0
399,0.0
400,54.37050586257318
401,0.0
402,203.08983072196452
403,0.0
404,20.788722829807394
405,0.0
406,27.18525293128659
407,148.71932485939135
408,52.77137333720338
409,0.0
410,68.76269859090138
411,0.0
412,63.965301014791976
413,129.52973455495376
414,127.93060202958395
415,0.0
416,0.0
417,68.76269859090138
418,230.27508365325113
419,198.29243314585514
420,211.08549334881351
421,164.71065011308934
422,201.49069819659474
423,143.92192728328195
424,33.58178303276579
425,239.8698788054699
426,11.193927677588595
427,135.92626465643295
428,11.193927677588595
429,33.58178303276579
430,0.0
431,134.32713213106317
432,0.0
433,9.594795152218797
434,94.34881899681817
435,1.5991325253697994
436,121.53407192810475
437,0.0
438,0.0
439,62.36616848942218
440,0.0
441,110.34014425051616
442,115.13754182662557
443,183.90024041752693
444,0.0
445,230.27508365325113
446,0.0
447,44.77571071035438
448,0.0
449,23.98698788054699
450,73.56009616701077
451,68.76269859090138
452,0.0
453,39.978313134244985
454,0.0
455,142.32279475791216
456,0.0
457,135.92626465643295
458,0.0
459,108.74101172514636
460,0.0
461,46.374843235724185
462,43.176578184984585
463,0.0
464,59.16790343868258
465,139.12452970717254
466,25.58612040591679
467,0.0
468,0.0
469,78.35749374312017
470,116.73667435199536
471,159.91325253697994
472,100.74534909829737
473,28.78438545665639
474,139.12452970717254
475,179.10284284141753
476,0.0
477,0.0
478,87.95228889533897
479,0.0
480,81.55575879385977
481,57.56877091331278
482,92.74968647144837
483,51.17224081183358
484,0.0
485,14.392192728328196
486,0.0
487,0.0
488,0.0
489,145.52105980865176
490,0.0
491,71.96096364164097
492,38.37918060887519
493,49.573108286463786
494,164.71065011308934
495,83.15489131922958
496,225.47768607714173
497,183.90024041752693
498,0.0
499,0.0
500,0.0
501,28.78438545665639
502,129.52973455495376
503,0.0
504,0.0
505,0.0
506,27.18525293128659
507,0.0
508,0.0
509,147.12019233402154
510,14.392192728328196
511,0.0
512,0.0
513,0.0
514,188.69763799363633
515,78.35749374312017
516,140.72366223254235
517,4.7973975761093985
518,1.5991325253697994
519,231.8742161786209
520,62.36616848942218
521,97.54708404755776
522,15.991325253697994
523,134.32713213106317
524,105.54274667440676
525,84.75402384459937
526,0.0
527,0.0
528,97.54708404755776
529,33.58178303276579
530,137.52539718180276
531,36.780048083505385
532,35.18091555813559
533,23.98698788054699
534,0.0
535,52.77137333720338
536,148.71932485939135
537,193.49503556974574
538,236.67161375473032
539,62.36616848942218
540,129.52973455495376
541,59.16790343868258
542,235.0724812293605
543,182.30110789215715
544,139.12452970717254
545,222.27942102640213
546,33.58178303276579
547,220.68028850103232
548,0.0
549,132.72799960569336
550,0.0
551,59.16790343868258
552,41.57744565961479
553,0.0
554,4.7973975761093985
555,119.93493940273495
556,0.0
557,0.0
558,126.33146950421416
559,11.193927677588595
560,124.73233697884436
561,182.30110789215715
562,0.0
563,145.52105980865176
564,68.76269859090138
565,174.30544526530815
566,68.76269859090138
567,179.10284284141753
568,97.54708404755776
569,52.77137333720338
570,212.68462587418333
571,92.74968647144837
572,75.15922869238058
573,52.77137333720338
574,83.15489131922958
575,68.76269859090138
576,159.91325253697994
577,83.15489131922958
578,0.0
579,92.74968647144837
580,27.18525293128659
581,99.14621657292757
582,94.34881899681817
583,119.93493940273495
584,110.34014425051616
585,0.0
586,111.93927677588596
587,167.90891516382894
588,81.55575879385977
589,193.49503556974574
590,19.189590304437594
591,6.396530101479198
592,14.392192728328196
593,0.0
594,143.92192728328195
595,191.89590304437593
596,36.780048083505385
597,94.34881899681817
598,7.995662626848997
599,123.13320445347456
600,0.0
601,89.55142142070876
602,41.57744565961479
603,111.93927677588596
604,0.0
605,36.780048083505385
606,33.58178303276579
607,38.37918060887519
608,0.0
609,0.0
610,215.88289092492292
611,124.73233697884436
612,95.94795152218796
613,230.27508365325113
614,0.0
615,0.0
616,0.0
617,177.50371031604774
618,57.56877091331278
619,148.71932485939135
620,126.33146950421416
621,0.0
622,0.0
623,59.16790343868258
624,6.396530101479198
625,75.15922869238058
626,158.31412001161016
627,33.58178303276579
628,159.91325253697994
629,158.31412001161016
630,0.0
631,57.56877091331278
632,39.978313134244985
633,91.15055394607857
634,159.91325253697994
635,121.53407192810475
636,73.56009616701077
637,191.89590304437593
638,131.12886708032354
639,207.88722829807392
640,0.0
641,182.30110789215715
642,198.29243314585514
643,105.54274667440676
644,119.93493940273495
645,134.32713213106317
646,0.0
647,1.5991325253697994
648,0.0
649,35.18091555813559
650,137.52539718180276
651,39.978313134244985
652,35.18091555813559
653,43.176578184984585
654,0.0
655,0.0
656,0.0
657,0.0
658,131.12886708032354
659,76.75836121775038
660,68.76269859090138
661,203.08983072196452
662,110.34014425051616
663,0.0
664,220.68028850103232
665,14.392192728328196
666,201.49069819659474
667,222.27942102640213
668,0.0
669,0.0
670,60.767035964052376
671,36.780048083505385
672,52.77137333720338
673,113.53840930125575
674,0.0
675,0.0
676,111.93927677588596
677,41.57744565961479
678,0.0
679,0.0
680,0.0
681,87.95228889533897
682,9.594795152218797
683,1.5991325253697994
684,148.71932485939135
685,47.97397576109398
686,169.50804768919875
687,203.08983072196452
688,9.594795152218797
689,0.0
690,59.16790343868258
691,54.37050586257318
692,0.0
693,0.0
694,134.32713213106317
695,0.0
696,67.16356606553158
697,0.0
698,51.17224081183358
699,86.35315636996917
700,0.0
701,6.396530101479198
702,0.0
703,129.52973455495376
704,91.15055394607857
705,63.965301014791976
706,1.5991325253697994
707,73.56009616701077
708,67.16356606553158
709,174.30544526530815
710,116.73667435199536
711,73.56009616701077
